100630725357.676 kJ/mol
403116274217.5105 kJ/mol
403885520241.8623 kJ/mol
404064674361.56165 kJ/mol
404044317992.25806 kJ/mol
403757192741.5401 kJ/mol
403545023017.3624 kJ/mol
403907323562.93164 kJ/mol
404247847351.1387 kJ/mol
404377925219.3605 kJ/mol
404423239067.3915 kJ/mol
404440757386.82263 kJ/mol
404448299869.372 kJ/mol
404451794428.86176 kJ/mol
404453485259.98486 kJ/mol
404454323702.4535 kJ/mol
404454740455.33527 kJ/mol
404454942835.34296 kJ/mol
404455027263.33136 kJ/mol
404455047455.7408 kJ/mol
404455028710.43195 kJ/mol
404454986192.01 kJ/mol
404454928823.9091 kJ/mol
404454858867.77295 kJ/mol
404454779896.2185 kJ/mol
404454696409.78076 kJ/mol
404454608624.1028 kJ/mol
404454516425.474 kJ/mol
404454422294.21045 kJ/mol
404454325519.93134 kJ/mol
404454226732.3279 kJ/mol
404454126349.4875 kJ/mol
404454024885.6114 kJ/mol
404453922240.4868 kJ/mol
404453819196.454 kJ/mol
404453715668.4179 kJ/mol
404453610911.3051 kJ/mol
404453506101.81445 kJ/mol
404453400000.53766 kJ/mol
404453293551.96387 kJ/mol
404453187081.05804 kJ/mol
404453079494.6883 kJ/mol
404452972433.108 kJ/mol
404452865373.8649 kJ/mol
404452757852.2042 kJ/mol
404452650601.82336 kJ/mol
404452541675.6004 kJ/mol
404452433748.60754 kJ/mol
404452324264.3788 kJ/mol
404452213916.5891 kJ/mol
404452104752.3912 kJ/mol
404451995833.3306 kJ/mol
404451886129.10596 kJ/mol
404451775564.14856 kJ/mol
404451664079.6525 kJ/mol
404451553181.4478 kJ/mol
404451442724.05457 kJ/mol
404451331776.8149 kJ/mol
404451220465.2314 kJ/mol
404451108669.88916 kJ/mol
404450996850.7903 kJ/mol
404450883624.99493 kJ/mol
404450771798.5454 kJ/mol
404450658994.107 kJ/mol
404450546936.3317 kJ/mol
404450434221.9424 kJ/mol
404450320886.59314 kJ/mol
404450207233.9973 kJ/mol
404450093288.89764 kJ/mol
404449979017.6601 kJ/mol
404449863468.9891 kJ/mol
404449748040.41547 kJ/mol
404449634001.9747 kJ/mol
404449518898.9583 kJ/mol
404449402576.13086 kJ/mol
404449288105.5746 kJ/mol
404449173294.5569 kJ/mol
404449057411.4367 kJ/mol
404448942649.43774 kJ/mol
404448826321.83374 kJ/mol
404448710236.45905 kJ/mol
404448594909.5422 kJ/mol
404448477292.12213 kJ/mol
404448361021.33 kJ/mol
404448242466.21106 kJ/mol
404448126809.66266 kJ/mol
404448009990.63574 kJ/mol
404447892320.8485 kJ/mol
404447774364.25977 kJ/mol
404447656923.67737 kJ/mol
404447539218.7082 kJ/mol
404447420530.16235 kJ/mol
404447302538.2897 kJ/mol
404447184287.9314 kJ/mol
404447065398.40076 kJ/mol
404446945302.84045 kJ/mol
404446825005.04565 kJ/mol
404446706817.83276 kJ/mol
404446587161.44366 kJ/mol
404446465607.1938 kJ/mol
404446344444.9394 kJ/mol
