Temperature (Kelvin),Fraction of Native Contacts (Dimensionless),Free Energy (Dimensionless)
50.0,1.0,0.0
50.0,0.955882352941,2.25357504161
50.0,0.882352941176,4.30907327879
50.0,0.867647058824,6.17157795973
50.0,0.897058823529,7.84444735599
50.0,0.955882352941,9.33024960454
50.0,0.926470588235,10.6316139845
50.0,0.926470588235,11.7518314279
50.0,0.926470588235,12.695145385
50.0,0.941176470588,13.4668789615
50.0,0.941176470588,14.0737730962
50.0,0.970588235294,14.5248621538
50.0,0.955882352941,14.8325562123
50.0,0.926470588235,15.0128112472
50.0,0.941176470588,15.0835516535
50.0,0.955882352941,15.0619087153
50.0,0.955882352941,14.9617639613
50.0,0.955882352941,14.7926758425
50.0,0.926470588235,14.5603135244
50.0,0.955882352941,14.2678498299
50.0,0.955882352941,13.9174663322
50.0,0.926470588235,13.5111674879
50.0,0.911764705882,13.0505886388
50.0,0.955882352941,12.5362236526
50.0,0.897058823529,11.9669346773
50.0,0.926470588235,11.340376019
50.0,0.897058823529,10.6542624433
50.0,0.882352941176,9.90780049034
50.0,0.926470588235,9.10256524171
50.0,0.926470588235,8.24262946779
50.0,0.941176470588,7.33433637895
53.71691196881078,1.0,-2.25357504161
53.71691196881078,0.926470588235,0.0
53.71691196881078,1.0,2.05549823719
53.71691196881078,0.955882352941,3.91800291813
53.71691196881078,0.970588235294,5.59087231438
53.71691196881078,0.955882352941,7.07667456293
53.71691196881078,0.941176470588,8.37803894285
53.71691196881078,0.985294117647,9.49825638632
53.71691196881078,0.985294117647,10.4415703434
53.71691196881078,0.941176470588,11.2133039199
53.71691196881078,0.955882352941,11.8201980545
53.71691196881078,0.955882352941,12.2712871122
53.71691196881078,0.941176470588,12.5789811707
53.71691196881078,0.926470588235,12.7592362056
53.71691196881078,0.941176470588,12.8299766119
53.71691196881078,0.926470588235,12.8083336737
53.71691196881078,0.941176470588,12.7081889197
53.71691196881078,0.911764705882,12.5391008009
53.71691196881078,0.941176470588,12.3067384828
53.71691196881078,0.911764705882,12.0142747883
53.71691196881078,0.911764705882,11.6638912906
53.71691196881078,0.941176470588,11.2575924463
53.71691196881078,0.911764705882,10.7970135972
53.71691196881078,0.882352941176,10.282648611
53.71691196881078,0.897058823529,9.71335963566
53.71691196881078,0.911764705882,9.08680097737
53.71691196881078,0.911764705882,8.40068740169
53.71691196881078,0.867647058824,7.65422544874
53.71691196881078,0.882352941176,6.8489902001
53.71691196881078,0.911764705882,5.98905442619
53.71691196881078,0.911764705882,5.08076133735
57.71013262929934,1.0,-4.30907327879
57.71013262929934,0.970588235294,-2.05549823719
57.71013262929934,0.985294117647,0.0
57.71013262929934,0.941176470588,1.86250468094
57.71013262929934,0.955882352941,3.5353740772
57.71013262929934,0.926470588235,5.02117632575
57.71013262929934,0.955882352941,6.32254070567
57.71013262929934,0.897058823529,7.44275814913
57.71013262929934,0.852941176471,8.38607210624
57.71013262929934,0.897058823529,9.1578056827
57.71013262929934,0.867647058824,9.76469981736
57.71013262929934,0.867647058824,10.215788875
57.71013262929934,0.867647058824,10.5234829336
57.71013262929934,0.882352941176,10.7037379684
57.71013262929934,0.897058823529,10.7744783748
57.71013262929934,0.852941176471,10.7528354365
57.71013262929934,0.941176470588,10.6526906825
57.71013262929934,0.852941176471,10.4836025637
57.71013262929934,0.867647058824,10.2512402456
57.71013262929934,0.882352941176,9.95877655107
57.71013262929934,0.897058823529,9.60839305337
57.71013262929934,0.897058823529,9.20209420912
57.71013262929934,0.867647058824,8.74151536005
57.71013262929934,0.867647058824,8.22715037382
57.71013262929934,0.882352941176,7.65786139848
57.71013262929934,0.897058823529,7.03130274018
57.71013262929934,0.882352941176,6.3451891645
57.71013262929934,0.911764705882,5.59872721155
57.71013262929934,0.852941176471,4.79349196291
57.71013262929934,0.926470588235,3.933556189
57.71013262929934,0.970588235294,3.02526310016
62.00020228312935,1.0,-6.17157795973
62.00020228312935,1.0,-3.91800291813
62.00020228312935,0.970588235294,-1.86250468094
62.00020228312935,0.985294117647,0.0
62.00020228312935,1.0,1.67286939626
62.00020228312935,0.955882352941,3.15867164481
62.00020228312935,0.985294117647,4.46003602473
62.00020228312935,0.985294117647,5.58025346819
62.00020228312935,0.970588235294,6.5235674253
62.00020228312935,0.970588235294,7.29530100176
62.00020228312935,0.985294117647,7.90219513642
62.00020228312935,0.985294117647,8.35328419402
62.00020228312935,0.970588235294,8.66097825261
62.00020228312935,0.985294117647,8.84123328747
62.00020228312935,0.926470588235,8.91197369381
62.00020228312935,0.955882352941,8.89033075556
62.00020228312935,1.0,8.79018600156
62.00020228312935,0.955882352941,8.62109788274
62.00020228312935,1.0,8.38873556464
62.00020228312935,0.955882352941,8.09627187013
62.00020228312935,0.941176470588,7.74588837243
62.00020228312935,0.941176470588,7.33958952818
62.00020228312935,0.926470588235,6.87901067911
62.00020228312935,0.897058823529,6.36464569288
62.00020228312935,0.941176470588,5.79535671754
62.00020228312935,0.941176470588,5.16879805924
62.00020228312935,0.926470588235,4.48268448356
62.00020228312935,0.926470588235,3.73622253061
62.00020228312935,0.926470588235,2.93098728197
62.00020228312935,0.941176470588,2.07105150806
62.00020228312935,0.941176470588,1.16275841922
66.60918816182641,1.0,-7.84444735599
66.60918816182641,0.970588235294,-5.59087231438
66.60918816182641,0.970588235294,-3.5353740772
66.60918816182641,0.970588235294,-1.67286939626
66.60918816182641,0.955882352941,0.0
66.60918816182641,0.970588235294,1.48580224855
66.60918816182641,0.941176470588,2.78716662847
66.60918816182641,0.955882352941,3.90738407193
66.60918816182641,0.926470588235,4.85069802904
66.60918816182641,0.926470588235,5.6224316055
66.60918816182641,0.926470588235,6.22932574017
66.60918816182641,0.867647058824,6.68041479777
66.60918816182641,0.941176470588,6.98810885635
66.60918816182641,0.955882352941,7.16836389121
66.60918816182641,0.941176470588,7.23910429755
66.60918816182641,0.955882352941,7.21746135931
66.60918816182641,0.955882352941,7.11731660531
66.60918816182641,0.955882352941,6.94822848648
66.60918816182641,0.823529411765,6.71586616838
66.60918816182641,0.867647058824,6.42340247387
66.60918816182641,0.911764705882,6.07301897617
66.60918816182641,0.897058823529,5.66672013192
66.60918816182641,0.941176470588,5.20614128285
66.60918816182641,0.911764705882,4.69177629662
66.60918816182641,0.897058823529,4.12248732128
66.60918816182641,0.897058823529,3.49592866298
66.60918816182641,0.882352941176,2.80981508731
66.60918816182641,0.882352941176,2.06335313435
66.60918816182641,0.911764705882,1.25811788572
66.60918816182641,0.926470588235,0.398182111803
66.60918816182641,0.897058823529,-0.510110977035
71.56079793605565,1.0,-9.33024960454
71.56079793605565,0.941176470588,-7.07667456293
71.56079793605565,0.970588235294,-5.02117632575
71.56079793605565,0.867647058824,-3.15867164481
71.56079793605565,0.926470588235,-1.48580224855
71.56079793605565,0.911764705882,0.0
71.56079793605565,0.926470588235,1.30136437992
71.56079793605565,0.970588235294,2.42158182338
71.56079793605565,0.941176470588,3.36489578049
71.56079793605565,0.911764705882,4.13662935695
71.56079793605565,0.911764705882,4.74352349161
71.56079793605565,0.970588235294,5.19461254922
71.56079793605565,0.926470588235,5.5023066078
71.56079793605565,0.955882352941,5.68256164266
71.56079793605565,0.926470588235,5.753302049
71.56079793605565,0.955882352941,5.73165911076
71.56079793605565,0.941176470588,5.63151435676
71.56079793605565,0.955882352941,5.46242623793
71.56079793605565,0.941176470588,5.23006391983
71.56079793605565,0.911764705882,4.93760022532
71.56079793605565,0.941176470588,4.58721672762
71.56079793605565,0.955882352941,4.18091788337
71.56079793605565,0.897058823529,3.7203390343
71.56079793605565,0.926470588235,3.20597404807
71.56079793605565,0.970588235294,2.63668507273
71.56079793605565,0.941176470588,2.01012641443
71.56079793605565,0.897058823529,1.32401283876
71.56079793605565,0.955882352941,0.577550885801
71.56079793605565,0.955882352941,-0.227684362835
71.56079793605565,0.941176470588,-1.08762013675
71.56079793605565,0.926470588235,-1.99591322559
76.88050166297916,1.0,-10.6316139845
76.88050166297916,0.941176470588,-8.37803894285
76.88050166297916,0.941176470588,-6.32254070567
76.88050166297916,0.941176470588,-4.46003602473
76.88050166297916,0.882352941176,-2.78716662847
76.88050166297916,0.897058823529,-1.30136437992
76.88050166297916,0.882352941176,0.0
76.88050166297916,0.941176470588,1.12021744346
76.88050166297916,0.941176470588,2.06353140057
76.88050166297916,0.941176470588,2.83526497703
76.88050166297916,0.970588235294,3.4421591117
76.88050166297916,0.970588235294,3.8932481693
76.88050166297916,0.970588235294,4.20094222788
76.88050166297916,0.941176470588,4.38119726274
76.88050166297916,0.970588235294,4.45193766908
76.88050166297916,0.926470588235,4.43029473084
76.88050166297916,0.941176470588,4.33014997684
76.88050166297916,0.882352941176,4.16106185801
76.88050166297916,0.882352941176,3.92869953991
76.88050166297916,0.867647058824,3.6362358454
76.88050166297916,0.897058823529,3.2858523477
76.88050166297916,0.941176470588,2.87955350345
76.88050166297916,0.882352941176,2.41897465438
