Temperature (Kelvin),RMSD to Native (Angstroms),Free Energy (Dimensionless)
50.0,0.0,0.0
50.0,0.08834877610206604,0.3370234265876886
50.0,0.104481540620327,0.43819622715556505
50.0,0.09732691943645477,0.19506497884065732
50.0,0.10316802561283112,-0.35446544563732596
50.0,0.10581479966640472,-1.0797624521786022
50.0,0.1065840944647789,-1.8920273074254728
50.0,0.10671523958444595,-2.7572229378242006
50.0,0.11402247101068497,-3.6674721782469786
50.0,0.1128736138343811,-4.623017751440509
50.0,0.1093866229057312,-5.623478108099638
50.0,0.09620999544858932,-6.6640932756877085
50.0,0.08945014327764511,-7.735818508688306
50.0,0.09780588001012802,-8.827817114972179
50.0,0.11332052946090698,-9.930059449107043
50.0,0.1320250928401947,-11.034574323593892
50.0,0.13706707954406738,-12.135386657104123
50.0,0.1269080489873886,-13.227896172919692
50.0,0.12586168944835663,-14.308338884284124
50.0,0.141425222158432,-15.373564645044656
50.0,0.13907475769519806,-16.421049330076606
50.0,0.12865446507930756,-17.44895926371481
50.0,0.13226084411144257,-18.456140226252053
50.0,0.14257143437862396,-19.441998189138477
50.0,0.16418646275997162,-20.406298190080868
50.0,0.16803498566150665,-21.348922739065117
50.0,0.15955568850040436,-22.269628961325047
50.0,0.1582091599702835,-23.167845722241143
50.0,0.1653229296207428,-24.04255544298224
50.0,0.16574732959270477,-24.892294014341424
50.0,0.16857139766216278,-25.715270006373682
53.71691196881078,0.0,-0.3370234265876886
53.71691196881078,0.09630246460437775,0.0
53.71691196881078,0.09449976682662964,0.10117280056787648
53.71691196881078,0.10659303516149521,-0.14195844774703126
53.71691196881078,0.10002021491527557,-0.6914888722250145
53.71691196881078,0.11463695764541626,-1.4167858787662908
53.71691196881078,0.11090471595525742,-2.2290507340131613
53.71691196881078,0.11798232793807983,-3.094246364411889
53.71691196881078,0.11764504760503769,-4.004495604834667
53.71691196881078,0.11525644361972809,-4.960041178028197
53.71691196881078,0.11149076372385025,-5.960501534687326
53.71691196881078,0.1244775652885437,-7.001116702275397
53.71691196881078,0.11846364289522171,-8.072841935275994
53.71691196881078,0.12576062977313995,-9.164840541559867
53.71691196881078,0.14191214740276337,-10.267082875694731
53.71691196881078,0.1329871118068695,-11.37159775018158
53.71691196881078,0.14326763153076172,-12.47241008369181
53.71691196881078,0.15495064854621887,-13.56491959950738
53.71691196881078,0.16951729357242584,-14.645362310871812
53.71691196881078,0.16201326251029968,-15.710588071632344
53.71691196881078,0.15500807762145996,-16.758072756664294
53.71691196881078,0.17071698606014252,-17.785982690302497
53.71691196881078,0.15960150957107544,-18.79316365283974
53.71691196881078,0.15627238154411316,-19.779021615726165
53.71691196881078,0.15752047300338745,-20.743321616668556
53.71691196881078,0.15458710491657257,-21.685946165652805
53.71691196881078,0.13456498086452484,-22.606652387912735
53.71691196881078,0.1250610202550888,-23.50486914882883
53.71691196881078,0.12379125505685806,-24.37957886956993
53.71691196881078,0.1166900247335434,-25.229317440929112
53.71691196881078,0.12855559587478638,-26.05229343296137
57.71013262929934,0.0,-0.43819622715556505
57.71013262929934,0.057481855154037476,-0.10117280056787648
57.71013262929934,0.08464042097330093,0.0
57.71013262929934,0.10421039909124374,-0.24313124831490773
57.71013262929934,0.12748287618160248,-0.792661672792891
57.71013262929934,0.13493770360946655,-1.5179586793341673
57.71013262929934,0.14167898893356323,-2.330223534581038
57.71013262929934,0.1561441719532013,-3.1954191649797656
57.71013262929934,0.14527714252471924,-4.105668405402543
57.71013262929934,0.1983664333820343,-5.061213978596074
57.71013262929934,0.2073795050382614,-6.061674335255203
57.71013262929934,0.20824074745178223,-7.1022895028432735
57.71013262929934,0.2096874713897705,-8.17401473584387
57.71013262929934,0.21425849199295044,-9.266013342127744
57.71013262929934,0.2051323652267456,-10.368255676262608
57.71013262929934,0.22091907262802124,-11.472770550749457
57.71013262929934,0.22957181930541992,-12.573582884259688
57.71013262929934,0.23990598320960999,-13.666092400075257
57.71013262929934,0.27166229486465454,-14.74653511143969
57.71013262929934,0.281877726316452,-15.811760872200221
57.71013262929934,0.30761149525642395,-16.85924555723217
57.71013262929934,0.2883269488811493,-17.887155490870374
57.71013262929934,0.30198052525520325,-18.894336453407618
57.71013262929934,0.29798975586891174,-19.880194416294042
57.71013262929934,0.3144834637641907,-20.844494417236433
57.71013262929934,0.3375687003135681,-21.78711896622068
57.71013262929934,0.3230675756931305,-22.707825188480612
57.71013262929934,0.33411094546318054,-23.606041949396708
57.71013262929934,0.3282063603401184,-24.480751670137806
57.71013262929934,0.3226304054260254,-25.33049024149699
57.71013262929934,0.3233075737953186,-26.153466233529247
62.00020228312935,0.0,-0.19506497884065732
62.00020228312935,0.06704465299844742,0.14195844774703126
62.00020228312935,0.07184208929538727,0.24313124831490773
62.00020228312935,0.0973726361989975,0.0
62.00020228312935,0.08538828045129776,-0.5495304244779833
62.00020228312935,0.08920815587043762,-1.2748274310192595
62.00020228312935,0.10403943061828613,-2.08709228626613
62.00020228312935,0.1102982610464096,-2.952287916664858
62.00020228312935,0.11813850700855255,-3.862537157087636
62.00020228312935,0.10900525748729706,-4.818082730281166
62.00020228312935,0.11053146421909332,-5.818543086940295
62.00020228312935,0.13294647634029388,-6.859158254528365
62.00020228312935,0.13954481482505798,-7.930883487528963
62.00020228312935,0.1361292153596878,-9.022882093812836
62.00020228312935,0.12853580713272095,-10.1251244279477
62.00020228312935,0.12341833859682083,-11.229639302434549
62.00020228312935,0.12674011290073395,-12.33045163594478
62.00020228312935,0.13604512810707092,-13.422961151760349
62.00020228312935,0.15112653374671936,-14.503403863124781
62.00020228312935,0.14043045043945312,-15.568629623885313
62.00020228312935,0.15553425252437592,-16.616114308917265
62.00020228312935,0.16168130934238434,-17.644024242555467
62.00020228312935,0.17379337549209595,-18.65120520509271
62.00020228312935,0.227239191532135,-19.637063167979136
62.00020228312935,0.2213733196258545,-20.601363168921527
62.00020228312935,0.21476827561855316,-21.543987717905775
62.00020228312935,0.23847061395645142,-22.464693940165706
62.00020228312935,0.24196688830852509,-23.362910701081802
62.00020228312935,0.2744227647781372,-24.2376204218229
62.00020228312935,0.3014431893825531,-25.087358993182082
62.00020228312935,0.3069835603237152,-25.91033498521434
66.60918816182641,0.0,0.35446544563732596
66.60918816182641,0.058081526309251785,0.6914888722250145
66.60918816182641,0.07234036922454834,0.792661672792891
66.60918816182641,0.06471890956163406,0.5495304244779833
66.60918816182641,0.08053730428218842,0.0
66.60918816182641,0.08804601430892944,-0.7252970065412763
66.60918816182641,0.07743428647518158,-1.5375618617881468
66.60918816182641,0.06801438331604004,-2.4027574921868746
66.60918816182641,0.07989132404327393,-3.3130067326096526
66.60918816182641,0.07973998039960861,-4.268552305803183
66.60918816182641,0.07138041406869888,-5.269012662462313
66.60918816182641,0.07223482429981232,-6.309627830050383
66.60918816182641,0.07784373313188553,-7.38135306305098
66.60918816182641,0.08952118456363678,-8.473351669334853
66.60918816182641,0.09536038339138031,-9.575594003469718
66.60918816182641,0.10783243179321289,-10.680108877956567
66.60918816182641,0.12141621857881546,-11.780921211466797
66.60918816182641,0.1552826464176178,-12.873430727282367
66.60918816182641,0.15673549473285675,-13.953873438646799
66.60918816182641,0.18902307748794556,-15.01909919940733
66.60918816182641,0.16207996010780334,-16.06658388443928
66.60918816182641,0.17310792207717896,-17.09449381807748
66.60918816182641,0.203125,-18.101674780614726
66.60918816182641,0.21533000469207764,-19.08753274350115
66.60918816182641,0.2080528885126114,-20.05183274444354
66.60918816182641,0.17157696187496185,-20.99445729342779
66.60918816182641,0.19502420723438263,-21.91516351568772
66.60918816182641,0.20084767043590546,-22.813380276603816
66.60918816182641,0.19695597887039185,-23.688089997344914
66.60918816182641,0.19833597540855408,-24.537828568704096
66.60918816182641,0.20201393961906433,-25.360804560736355
71.56079793605565,0.0,1.0797624521786022
71.56079793605565,0.05126720666885376,1.4167858787662908
71.56079793605565,0.07598802447319031,1.5179586793341673
71.56079793605565,0.08801712840795517,1.2748274310192595
71.56079793605565,0.10956665873527527,0.7252970065412763
71.56079793605565,0.10476107895374298,0.0
71.56079793605565,0.10584484040737152,-0.8122648552468705
71.56079793605565,0.11132241785526276,-1.6774604856455984
71.56079793605565,0.12495675683021545,-2.5877097260683763
71.56079793605565,0.13424567878246307,-3.5432552992619066
71.56079793605565,0.13248178362846375,-4.543715655921035
71.56079793605565,0.13037261366844177,-5.584330823509106
71.56079793605565,0.13386626541614532,-6.656056056509703
71.56079793605565,0.14947468042373657,-7.748054662793576
71.56079793605565,0.14938746392726898,-8.85029699692844
71.56079793605565,0.15925855934619904,-9.95481187141529
71.56079793605565,0.17611730098724365,-11.05562420492552
71.56079793605565,0.15342912077903748,-12.14813372074109
71.56079793605565,0.16338291764259338,-13.228576432105521
71.56079793605565,0.15704955160617828,-14.293802192866053
71.56079793605565,0.16942350566387177,-15.341286877898003
71.56079793605565,0.16963915526866913,-16.369196811536206
71.56079793605565,0.15549132227897644,-17.37637777407345
71.56079793605565,0.16606158018112183,-18.362235736959875
71.56079793605565,0.16807658970355988,-19.326535737902265
71.56079793605565,0.18050651252269745,-20.269160286886514
71.56079793605565,0.18508371710777283,-21.189866509146444
71.56079793605565,0.18289461731910706,-22.08808327006254
71.56079793605565,0.17435401678085327,-22.96279299080364
71.56079793605565,0.16117127239704132,-23.81253156216282
71.56079793605565,0.1643606275320053,-24.63550755419508
76.88050166297916,0.0,1.8920273074254728
76.88050166297916,0.096004918217659,2.2290507340131613
76.88050166297916,0.11839117109775543,2.330223534581038
76.88050166297916,0.12467150390148163,2.08709228626613
76.88050166297916,0.13560980558395386,1.5375618617881468
76.88050166297916,0.15004780888557434,0.8122648552468705
76.88050166297916,0.1875745803117752,0.0
76.88050166297916,0.20506727695465088,-0.8651956303987278
76.88050166297916,0.21984444558620453,-1.7754448708215058
76.88050166297916,0.20141349732875824,-2.730990444015036
76.88050166297916,0.19919800758361816,-3.7314508006741653
76.88050166297916,0.21017657220363617,-4.772065968262236
76.88050166297916,0.23296423256397247,-5.8437912012628335
76.88050166297916,0.2417973428964615,-6.935789807546707
76.88050166297916,0.24121950566768646,-8.03803214168157
76.88050166297916,0.2629571855068207,-9.14254701616842
76.88050166297916,0.26904845237731934,-10.24335934967865
76.88050166297916,0.25270524621009827,-11.33586886549422
76.88050166297916,0.2723168134689331,-12.416311576858652
76.88050166297916,0.27797916531562805,-13.481537337619184
76.88050166297916,0.2938690483570099,-14.529022022651134
76.88050166297916,0.2786747217178345,-15.556931956289336
76.88050166297916,0.26994019746780396,-16.56411291882658
76.88050166297916,0.26135775446891785,-17.549970881713005
76.88050166297916,0.260949969291687,-18.514270882655396
76.88050166297916,0.24587276577949524,-19.456895431639644
76.88050166297916,0.26926693320274353,-20.377601653899575
76.88050166297916,0.23774433135986328,-21.27581841481567
76.88050166297916,0.2506210207939148,-22.15052813555677
76.88050166297916,0.2432941049337387,-23.00026670691595
76.88050166297916,0.23633350431919098,-23.82324269894821
82.59566279896524,0.0,2.7572229378242006
82.59566279896524,0.13557229936122894,3.094246364411889
82.59566279896524,0.151735320687294,3.1954191649797656
82.59566279896524,0.16136445105075836,2.952287916664858
82.59566279896524,0.16977214813232422,2.4027574921868746
82.59566279896524,0.2079199254512787,1.6774604856455984
82.59566279896524,0.22515925765037537,0.8651956303987278
82.59566279896524,0.24634164571762085,0.0
82.59566279896524,0.26340165734291077,-0.910249240422778
82.59566279896524,0.2602534592151642,-1.8657948136163083
82.59566279896524,0.2370198518037796,-2.8662551702754375
82.59566279896524,0.25662606954574585,-3.906870337863508
82.59566279896524,0.2585770785808563,-4.978595570864105
82.59566279896524,0.257175475358963,-6.070594177147978
82.59566279896524,0.2820073962211609,-7.172836511282842
82.59566279896524,0.26600053906440735,-8.277351385769691
82.59566279896524,0.26184019446372986,-9.378163719279922
82.59566279896524,0.2721007764339447,-10.470673235095491
82.59566279896524,0.28649309277534485,-11.551115946459923
82.59566279896524,0.3069576919078827,-12.616341707220455
82.59566279896524,0.3045664429664612,-13.663826392252405
82.59566279896524,0.3119012713432312,-14.691736325890608
82.59566279896524,0.3264261484146118,-15.698917288427852
82.59566279896524,0.3087708652019501,-16.684775251314278
82.59566279896524,0.31660711765289307,-17.64907525225667
82.59566279896524,0.32670554518699646,-18.591699801240917
82.59566279896524,0.31965383887290955,-19.512406023500848
82.59566279896524,0.3050670325756073,-20.410622784416944
82.59566279896524,0.3183114528656006,-21.285332505158042
82.59566279896524,0.31205514073371887,-22.135071076517224
82.59566279896524,0.29808253049850464,-22.958047068549483
