59.53725496840389 kJ/mol
60.133086034607516 kJ/mol
60.90603459821907 kJ/mol
61.83364848076448 kJ/mol
62.9353537448531 kJ/mol
64.18275819505462 kJ/mol
65.60665297176718 kJ/mol
67.2142426586738 kJ/mol
69.0018390413171 kJ/mol
70.93089445918437 kJ/mol
73.02193489270546 kJ/mol
75.29105628249484 kJ/mol
77.71260360755122 kJ/mol
80.32292693559225 kJ/mol
83.10694418741618 kJ/mol
86.04897535662681 kJ/mol
89.16122795516901 kJ/mol
92.42831317975615 kJ/mol
95.86875321424382 kJ/mol
99.48041427825058 kJ/mol
103.26363649114882 kJ/mol
107.19927660844726 kJ/mol
111.30682622049365 kJ/mol
115.56296748894864 kJ/mol
119.99588923694796 kJ/mol
124.59172688855793 kJ/mol
129.35003640311618 kJ/mol
134.2619375942339 kJ/mol
139.34814888788665 kJ/mol
144.5907259554249 kJ/mol
150.00048745783135 kJ/mol
155.5680201657294 kJ/mol
161.29518445016254 kJ/mol
167.20645215360614 kJ/mol
173.23224223678818 kJ/mol
179.45252452506102 kJ/mol
185.80989277716088 kJ/mol
192.33072941099206 kJ/mol
199.01073407026468 kJ/mol
205.85588889521216 kJ/mol
212.86575556523655 kJ/mol
220.03761736085582 kJ/mol
227.37277568304313 kJ/mol
234.82807913717357 kJ/mol
242.44794878932157 kJ/mol
250.25307791055977 kJ/mol
258.1922436952772 kJ/mol
266.27963545419794 kJ/mol
274.5312996631943 kJ/mol
282.9529129858713 kJ/mol
291.5487982977657 kJ/mol
300.25318239275 kJ/mol
309.1413238785837 kJ/mol
318.1549612267616 kJ/mol
327.3018689967999 kJ/mol
336.6365778796555 kJ/mol
346.1210424490651 kJ/mol
355.7234740178855 kJ/mol
365.5088083696514 kJ/mol
375.4090621517831 kJ/mol
385.4615170858893 kJ/mol
395.6394153386205 kJ/mol
406.0035095072733 kJ/mol
416.51403003177876 kJ/mol
427.142134234053 kJ/mol
437.90728386018634 kJ/mol
448.80609090578116 kJ/mol
459.8322261549514 kJ/mol
471.0374853203924 kJ/mol
482.3895208065789 kJ/mol
493.8380030952444 kJ/mol
505.440984171303 kJ/mol
517.1723844226516 kJ/mol
529.0962063984394 kJ/mol
541.1414015535856 kJ/mol
553.280718715454 kJ/mol
565.6078010488812 kJ/mol
578.0408537354701 kJ/mol
590.5626425275302 kJ/mol
603.2763408946404 kJ/mol
616.099461171961 kJ/mol
629.1039298950653 kJ/mol
642.2745583101439 kJ/mol
655.4894752840669 kJ/mol
668.8575171095863 kJ/mol
682.367205520664 kJ/mol
695.9529445060112 kJ/mol
709.7063475861763 kJ/mol
723.5604233033522 kJ/mol
737.5474230754393 kJ/mol
751.7100771280979 kJ/mol
765.9159179798675 kJ/mol
780.3028626272614 kJ/mol
794.7892816341854 kJ/mol
809.3420196440803 kJ/mol
824.0709504648642 kJ/mol
838.9146306742078 kJ/mol
853.8459589598386 kJ/mol
868.9083453787825 kJ/mol
884.0609864723217 kJ/mol
899.3485016785971 kJ/mol
