[(865.7877895064977, -1030.1113681926072, 132.35277012775668), (7676.767769604803, -4620.019234745079, -2936.138595781599), (102.93603666678155, -658.3857195047585, -3852.5020419313405), (-6113.908701319, -4164.497107278021, 486.03151190135645), (-9810.521223075324, 8506.808218586822, 9334.794488845733), (-29685.793502968616, 19132.150023532307, -52887.0114360223), (34838.65442981456, -14713.160696041668, 41691.691890173825), (-93810.44659994706, -31884.74917690912, 56197.77917252755), (89690.98726697286, 29742.196516321415, -36681.40028454191), (-54555.22468881328, 120371.10502279618, -50983.91483223896), (61394.74259263462, -112483.23394577926, 36347.52143485911), (-2802.4577988294786, -56641.117129981416, -103066.65333902952), (4507.8228901331995, 45445.985597364255, 103044.62562508495), (404029.6201052722, 531089.0746701808, -266526.3304736042), (-402518.64117077406, -529219.070168699, 270214.38247071515), (-3810.2891307307877, 1127.0219138917987, -515.2717761551432)] kJ/(nm mol)
[(865.7749715696101, -1030.195155097019, 132.4292297785214), (7676.413868821886, -4619.825361324838, -2936.0540457378), (102.99779945359296, -658.21553510988, -3852.9622512211063), (-6113.691466114633, -4164.688582160715, 486.13801763884203), (-9810.412205176548, 8506.715226743669, 9335.071134152879), (-29685.22512143028, 19131.520824498108, -52886.26062897401), (34837.96399417744, -14712.48555324695, 41691.148264467796), (-93792.97951648998, -31879.53602026086, 56187.972849299185), (89673.97080992817, 29737.062824772172, -36672.041117823464), (-54551.69949066487, 120362.98728502147, -50979.97496702832), (61390.88115563445, -112475.5371655396, 36343.718776281654), (-2802.5381384993493, -56641.86893632927, -103066.36303820541), (4507.89779724922, 45446.99753399763, 103044.48757539013), (404024.5015143936, 531071.7037271257, -266520.76941998786), (-402513.5158924519, -529201.6376492282, 270208.8171085207), (-3810.352646013204, 1126.9787896481657, -515.3267706093723)] kJ/(nm mol)
[(865.762127745871, -1030.2783753632953, 132.50556160196993), (7676.059112203348, -4619.629884829093, -2935.9689831158234), (103.0596797562448, -658.0462659765853, -3853.4219954604796), (-6113.473445372057, -4164.8785844974045, 486.24435712283685), (-9810.301748965843, 8506.620707741971, 9335.346785983285), (-29684.72109309915, 19130.930509984984, -52885.603284678866), (34837.33151893857, -14711.851152426367, 41690.70278091362), (-93775.22333701863, -31874.223703892527, 56178.01031533338), (89656.65021805083, 29731.831798660387, -36662.53612252367), (-54547.81532202964, 120354.09653780826, -50975.733975107105), (61386.66759078497, -112467.04293945667, 36339.619215013154), (-2802.6061964785413, -56642.496550639094, -103065.88577987625), (4507.9477190692005, 45447.884883715196, 103044.15563107288), (404010.66892205604, 531042.9571093053, -266509.6481623792), (-402499.57431253535, -529172.8225042168, 270197.6021417537), (-3810.4196228031774, 1126.9376890604174, -515.3862464260853)] kJ/(nm mol)
[(865.7492976685177, -1030.3609337832456, 132.58180711908744), (7675.70357021314, -4619.4342740842685, -2935.8829252305504), (103.12056931540519, -657.8758534766712, -3853.8814877268705), (-6113.258139740294, -4165.072481558296, 486.34969734831884), (-9810.185451991727, 8506.529240806833, 9335.622556366383), (-29684.125128847943, 19130.287285107646, -52884.81676644139), (34836.60841080471, -14711.163425969633, 41690.13282366123), (-93757.00616757723, -31868.767399272165, 56167.8095566131), (89638.88476268342, 29726.45265688393, -36652.79158211805), (-54543.798712386895, 120344.91716453033, -50971.37150867376), (61382.3205632833, -112458.26651361665, 36335.39856626708), (-2802.656822334509, -56642.80467141232, -103064.76847114498), (4507.97070357001, 45448.43611903395, 103043.17666265181), (403988.37233389885, 531003.2098532073, -266492.68547958724), (-402477.2230801881, -529132.9995353235, 270180.5499783538), (-3810.489453274249, 1126.8993240262148, -515.4504698469137)] kJ/(nm mol)
[(865.7364554799725, -1030.4431107688204, 132.65805548186154), (7675.332578350821, -4619.229179148017, -2935.7913593313974), (103.19503175844875, -657.7139703411631, -3854.3461771109532), (-6113.04406990433, -4165.268330536372, 486.4542932348877), (-9810.065515686634, 8506.437978345046, 9335.89789160305), (-29683.480231275236, 19129.614565381828, -52883.94405734722), (34835.835731976564, -14710.44427690426, 41689.48513679402), (-93738.74987291185, -31863.299855006764, 56157.53857536962), (89621.08085756135, 29721.05857916668, -36642.99088742146), (-54539.55595089425, 120335.28513895471, -50966.832871299834), (61377.76191920047, -112449.02072477482, 36331.0059802311), (-2802.72968158083, -56643.06673401105, -103063.55793852982), (4508.003984189396, 45448.936671221185, 103042.10530461263), (403959.0179464898, 530954.2744154673, -266471.0688382239), (-402447.77454097295, -529083.9813512228, 270158.9106536618), (-3810.562578029511, 1126.8632759895208, -515.5192794551026)] kJ/(nm mol)
[(865.7235937123946, -1030.5244503635902, 132.73386459089215), (7674.975960550304, -4619.033365583198, -2935.7047738596625), (103.25523033472746, -657.5421867390523, -3854.8039549049536), (-6112.821751498952, -4165.452410478598, 486.5617404904915), (-9809.952371069936, 8506.334995552184, 9336.168931358627), (-29682.868451674018, 19128.965081506456, -52883.11398981677), (34835.0919863213, -14709.75282784492, 41688.88065211237), (-93720.220107348, -31857.744777041007, 56147.119245627626), (89603.0118105609, 29715.575537951972, -36633.0440438577), (-54535.18079449956, 120325.333241851, -50962.15717410644), (61373.07367070411, -112439.46191017888, 36326.480487545574), (-2802.7925211719107, -56643.36082382556, -103062.38700062754), (4508.019621450695, 45449.45683281496, 103041.08997109618), (403920.2932558261, 530893.2757657674, -266443.39197465143), (-402408.9786966751, -529022.8929620462, 270131.15290592756), (-3810.6395373907085, 1126.8285406547775, -515.5921386643548)] kJ/(nm mol)
[(865.7106716207363, -1030.6052898013327, 132.80941513840526), (7674.619122203512, -4618.837432136254, -2935.618680522818), (103.31326507549875, -657.369744399005, -3855.2613246145565), (-6112.606894197926, -4165.648670908695, 486.66586727822187), (-9809.828903290294, 8506.242945844608, 9336.44220050256), (-29682.084701969452, 19128.21187881206, -52882.037546375315), (34834.173887704914, -14708.95782610025, 41688.03424414712), (-93701.51841039935, -31852.1353663803, 56136.594549244415), (89584.76355856379, 29710.032418919665, -36623.009738500084), (-54530.59118566005, 120314.94422509395, -50957.30923589644), (61368.16596478077, -112429.4494112819, 36321.779184100094), (-2802.859023423027, -56643.32756898473, -103060.59163702327), (4508.027383481141, 45449.63745928732, 103039.44318090226), (403875.0420123655, 530823.9014440532, -266411.3736383679), (-402363.6166315426, -528953.4844408857, 270099.05803818087), (-3810.719446062647, 1126.7965412056951, -515.669853474308)] kJ/(nm mol)
[(865.6977890128079, -1030.685483315033, 132.88502229995038), (7674.256146343217, -4618.637926397195, -2935.529701260788), (103.37750911468447, -657.1996555986188, -3855.720649579848), (-6112.382289437945, -4165.830798622347, 486.7738698780445), (-9809.71274291664, 8506.135292743542, 9336.710621337936), (-29681.32818392449, 19127.47216988541, -52880.98427312736), (34833.28433148349, -14708.172179567126, 41687.22359175482), (-93682.33230733684, -31846.374154273275, 56125.831584436084), (89566.04716287383, 29704.3375120016, -36612.73596190479), (-54525.79882008576, 120304.09471839116, -50952.312498885396), (61363.08171108029, -112418.97551024899, 36316.937333835376), (-2802.9119668992607, -56643.07632601077, -103058.34370122808), (4508.009289387121, 45449.595867634525, 103037.36028704848), (403819.23300164595, 530740.7763944445, -266372.63883077604), (-402307.7509841887, -528870.1933663933, 270060.3446850771), (-3810.8022274811087, 1126.767481962226, -515.7523447868383)] kJ/(nm mol)
[(865.6848323745628, -1030.7651638294265, 132.96027912942736), (7673.899681556055, -4618.4424961340665, -2935.4433690440187), (103.43355109568711, -657.0248352676836, -3856.176271248645), (-6112.163485290126, -4166.021727643844, 486.8792981558854), (-9809.588516485957, 8506.034901917152, 9336.980591698612), (-29680.538389900063, 19126.710823953843, -52879.86821713652), (34832.353141532956, -14707.366826960577, 41686.34312303442), (-93663.17743002732, -31840.623157987982, 56115.025684998094), (89547.3390652402, 29698.645169151387, -36602.43736729702), (-54520.877909033836, 120292.987820128, -50947.17866826455), (61357.85617612132, -112408.23569691152, 36311.95869643121), (-2802.9739086358104, -56642.71253915299, -103055.93226437512), (4507.990970497031, 45449.43769056427, 103035.09906302951), (403757.55370831845, 530650.0256236653, -266329.65627237054), (-402245.9127137338, -528779.3322704548, 270017.29420407803), (-3810.8886536952755, 1126.7404337575038, -515.8393097689254)] kJ/(nm mol)
[(865.671931001236, -1030.8442131357513, 133.03555426825596), (7673.540458863562, -4618.246203664547, -2935.355838528082), (103.49062640039301, -656.8504424871153, -3856.631888983983), (-6111.942973605609, -4166.211171131243, 486.9847934140439), (-9809.46228180206, 8505.93406565153, 9337.249241563513), (-29679.66257108879, 19125.904380827797, -52878.63081454282), (34831.33931913255, -14706.520530486272, 41685.35746298569), (-93643.85846838294, -31834.81983086873, 56104.149509580195), (89528.48322906706, 29692.904791446406, -36592.070768093094), (-54515.69178458074, 120281.28759882937, -50941.83746647114), (61352.37966752632, -112396.89403901217, 36306.76913995424), (-2803.033589611711, -56642.25573067496, -103053.28694924306), (4507.959794435406, 45449.170547241825, 103032.62824629323), (403686.6916545837, 530547.2741556213, -266280.8322581339), (-402174.9145003107, -528676.5886190453, 269968.40653635527), (-3810.9783351139663, 1126.715598553934, -515.930842123666)] kJ/(nm mol)
