3.414046771710498888e+03 5.276042819023132324e-01 3.414046771710498888e+03 5.276042819023132324e-01 3.414046771710498888e+03 5.276042819023132324e-01 3.414046771710498888e+03 5.276042819023132324e-01 3.414046771710498888e+03 5.276042819023132324e-01 3.414046771710498888e+03 5.276042819023132324e-01 3.414046771710498888e+03 5.276042819023132324e-01 3.414046771710498888e+03 5.276042819023132324e-01 3.414046771710498888e+03 5.276042819023132324e-01 3.414046771710498888e+03 5.276042819023132324e-01 3.414046771710498888e+03 5.276042819023132324e-01 3.414046771710498888e+03 5.276042819023132324e-01 3.414046771710498888e+03 5.276042819023132324e-01 3.414046771710498888e+03 5.276042819023132324e-01 3.414046771710498888e+03 5.276042819023132324e-01 3.414046771710498888e+03 5.276042819023132324e-01
3.413258723197979180e+03 5.255550742149353027e-01 3.413258723197979180e+03 5.255550742149353027e-01 3.413258723197979180e+03 5.255550742149353027e-01 3.413258723197979180e+03 5.255550742149353027e-01 3.413258723197979180e+03 5.255550742149353027e-01 3.413258723197979180e+03 5.255550742149353027e-01 3.413258723197979180e+03 5.255550742149353027e-01 3.413258723197979180e+03 5.255550742149353027e-01 3.413258723197979180e+03 5.255550742149353027e-01 3.413258723197979180e+03 5.255550742149353027e-01 3.413258723197979180e+03 5.255550742149353027e-01 3.413258723197979180e+03 5.255550742149353027e-01 3.413258723197979180e+03 5.255550742149353027e-01 3.413258723197979180e+03 5.255550742149353027e-01 3.413258723197979180e+03 5.255550742149353027e-01 3.413258723197979180e+03 5.255550742149353027e-01
3.411783656563026852e+03 5.224034190177917480e-01 3.411783656563026852e+03 5.224034190177917480e-01 3.411783656563026852e+03 5.224034190177917480e-01 3.411783656563026852e+03 5.224034190177917480e-01 3.411783656563026852e+03 5.224034190177917480e-01 3.411783656563026852e+03 5.224034190177917480e-01 3.411783656563026852e+03 5.224034190177917480e-01 3.411783656563026852e+03 5.224034190177917480e-01 3.411783656563026852e+03 5.224034190177917480e-01 3.411783656563026852e+03 5.224034190177917480e-01 3.411783656563026852e+03 5.224034190177917480e-01 3.411783656563026852e+03 5.224034190177917480e-01 3.411783656563026852e+03 5.224034190177917480e-01 3.411783656563026852e+03 5.224034190177917480e-01 3.411783656563026852e+03 5.224034190177917480e-01 3.411783656563026852e+03 5.224034190177917480e-01
3.414275338415261558e+03 5.227417349815368652e-01 3.414275338415261558e+03 5.227417349815368652e-01 3.414275338415261558e+03 5.227417349815368652e-01 3.414275338415261558e+03 5.227417349815368652e-01 3.414275338415261558e+03 5.227417349815368652e-01 3.414275338415261558e+03 5.227417349815368652e-01 3.414275338415261558e+03 5.227417349815368652e-01 3.414275338415261558e+03 5.227417349815368652e-01 3.414275338415261558e+03 5.227417349815368652e-01 3.414275338415261558e+03 5.227417349815368652e-01 3.414275338415261558e+03 5.227417349815368652e-01 3.414275338415261558e+03 5.227417349815368652e-01 3.414275338415261558e+03 5.227417349815368652e-01 3.414275338415261558e+03 5.227417349815368652e-01 3.414275338415261558e+03 5.227417349815368652e-01 3.414275338415261558e+03 5.227417349815368652e-01
3.414746111684420157e+03 5.298840999603271484e-01 3.414746111684420157e+03 5.298840999603271484e-01 3.414746111684420157e+03 5.298840999603271484e-01 3.414746111684420157e+03 5.298840999603271484e-01 3.414746111684420157e+03 5.298840999603271484e-01 3.414746111684420157e+03 5.298840999603271484e-01 3.414746111684420157e+03 5.298840999603271484e-01 3.414746111684420157e+03 5.298840999603271484e-01 3.414746111684420157e+03 5.298840999603271484e-01 3.414746111684420157e+03 5.298840999603271484e-01 3.414746111684420157e+03 5.298840999603271484e-01 3.414746111684420157e+03 5.298840999603271484e-01 3.414746111684420157e+03 5.298840999603271484e-01 3.414746111684420157e+03 5.298840999603271484e-01 3.414746111684420157e+03 5.298840999603271484e-01 3.414746111684420157e+03 5.298840999603271484e-01
3.417946796100927259e+03 5.497614741325378418e-01 3.417946796100927259e+03 5.497614741325378418e-01 3.417946796100927259e+03 5.497614741325378418e-01 3.417946796100927259e+03 5.497614741325378418e-01 3.417946796100927259e+03 5.497614741325378418e-01 3.417946796100927259e+03 5.497614741325378418e-01 3.417946796100927259e+03 5.497614741325378418e-01 3.417946796100927259e+03 5.497614741325378418e-01 3.417946796100927259e+03 5.497614741325378418e-01 3.417946796100927259e+03 5.497614741325378418e-01 3.417946796100927259e+03 5.497614741325378418e-01 3.417946796100927259e+03 5.497614741325378418e-01 3.417946796100927259e+03 5.497614741325378418e-01 3.417946796100927259e+03 5.497614741325378418e-01 3.417946796100927259e+03 5.497614741325378418e-01 3.417946796100927259e+03 5.497614741325378418e-01
3.407802578510458261e+03 5.760865211486816406e-01 3.407802578510458261e+03 5.760865211486816406e-01 3.407802578510458261e+03 5.760865211486816406e-01 3.407802578510458261e+03 5.760865211486816406e-01 3.407802578510458261e+03 5.760865211486816406e-01 3.407802578510458261e+03 5.760865211486816406e-01 3.407802578510458261e+03 5.760865211486816406e-01 3.407802578510458261e+03 5.760865211486816406e-01 3.407802578510458261e+03 5.760865211486816406e-01 3.407802578510458261e+03 5.760865211486816406e-01 3.407802578510458261e+03 5.760865211486816406e-01 3.407802578510458261e+03 5.760865211486816406e-01 3.407802578510458261e+03 5.760865211486816406e-01 3.407802578510458261e+03 5.760865211486816406e-01 3.407802578510458261e+03 5.760865211486816406e-01 3.407802578510458261e+03 5.760865211486816406e-01
3.412939315263578010e+03 6.037521362304687500e-01 3.412939315263578010e+03 6.037521362304687500e-01 3.412939315263578010e+03 6.037521362304687500e-01 3.412939315263578010e+03 6.037521362304687500e-01 3.412939315263578010e+03 6.037521362304687500e-01 3.412939315263578010e+03 6.037521362304687500e-01 3.412939315263578010e+03 6.037521362304687500e-01 3.412939315263578010e+03 6.037521362304687500e-01 3.412939315263578010e+03 6.037521362304687500e-01 3.412939315263578010e+03 6.037521362304687500e-01 3.412939315263578010e+03 6.037521362304687500e-01 3.412939315263578010e+03 6.037521362304687500e-01 3.412939315263578010e+03 6.037521362304687500e-01 3.412939315263578010e+03 6.037521362304687500e-01 3.412939315263578010e+03 6.037521362304687500e-01 3.412939315263578010e+03 6.037521362304687500e-01
3.410896809800774918e+03 6.319742202758789062e-01 3.410896809800774918e+03 6.319742202758789062e-01 3.410896809800774918e+03 6.319742202758789062e-01 3.410896809800774918e+03 6.319742202758789062e-01 3.410896809800774918e+03 6.319742202758789062e-01 3.410896809800774918e+03 6.319742202758789062e-01 3.410896809800774918e+03 6.319742202758789062e-01 3.410896809800774918e+03 6.319742202758789062e-01 3.410896809800774918e+03 6.319742202758789062e-01 3.410896809800774918e+03 6.319742202758789062e-01 3.410896809800774918e+03 6.319742202758789062e-01 3.410896809800774918e+03 6.319742202758789062e-01 3.410896809800774918e+03 6.319742202758789062e-01 3.410896809800774918e+03 6.319742202758789062e-01 3.410896809800774918e+03 6.319742202758789062e-01 3.410896809800774918e+03 6.319742202758789062e-01
3.402553766326564073e+03 6.534516811370849609e-01 3.402553766326564073e+03 6.534516811370849609e-01 3.402553766326564073e+03 6.534516811370849609e-01 3.402553766326564073e+03 6.534516811370849609e-01 3.402553766326564073e+03 6.534516811370849609e-01 3.402553766326564073e+03 6.534516811370849609e-01 3.402553766326564073e+03 6.534516811370849609e-01 3.402553766326564073e+03 6.534516811370849609e-01 3.402553766326564073e+03 6.534516811370849609e-01 3.402553766326564073e+03 6.534516811370849609e-01 3.402553766326564073e+03 6.534516811370849609e-01 3.402553766326564073e+03 6.534516811370849609e-01 3.402553766326564073e+03 6.534516811370849609e-01 3.402553766326564073e+03 6.534516811370849609e-01 3.402553766326564073e+03 6.534516811370849609e-01 3.402553766326564073e+03 6.534516811370849609e-01
