61.686071724243334 kJ/mol
63.55432054295147 kJ/mol
65.7669815095588 kJ/mol
68.32935514338031 kJ/mol
71.23031058926716 kJ/mol
74.49409109474347 kJ/mol
78.10558488672822 kJ/mol
82.07901462978646 kJ/mol
86.39300134177225 kJ/mol
91.05314352725685 kJ/mol
96.04762771290213 kJ/mol
101.39775603554561 kJ/mol
107.10338504230077 kJ/mol
113.15086941037444 kJ/mol
119.55501920614876 kJ/mol
126.29685947256452 kJ/mol
133.3668397362799 kJ/mol
140.79279992254658 kJ/mol
148.55665208780147 kJ/mol
156.65827126401584 kJ/mol
165.096614175908 kJ/mol
