#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
20,136133.31827660947,371600.6996779438,507734.01795455324,1862218.2634166186
40,387020.2548982276,120700.95602303611,507721.2109212637,604873.7930599897
60,450942.6356881384,56367.918488463656,507310.5541766021,282478.9279755673
80,1087948.0200998308,1213850.9726761628,2301798.9927759934,6083022.589415608
100,1217122.6888452352,1083512.0563450889,2300634.7451903243,5429849.679256896
120,444344842.7538204,5324514067.050221,5768858909.804042,26682961975.241257
140,3767155400.612587,2011900121.9370794,5779055522.549666,10082319959.26925
160,1192320357.1152759,4566719071.980663,5759039429.09594,22885391946.5323
180,3113436373.466845,2651914536.086788,5765350909.553633,13289651193.87784
200,3117891826.0350204,2875091209.516021,5992983035.551041,14408065872.829401
220,3599787045.376582,2387095767.428687,5986882812.805269,11962553726.30575
240,3791450322.5935445,2195591853.088846,5987042175.68239,11002862081.191792
260,3372777174.9645195,2603452714.432401,5976229889.396921,13046792422.509937
280,3952306773.3655276,2017985846.770469,5970292620.135997,10112817608.87187
300,2868750128.172965,3095590252.4753456,5964340380.648311,15513062029.243023
320,2163705659.5850043,3790255534.6085935,5953961194.193598,18994267464.192787
340,2749675782.002714,3194663572.4548345,5944339354.457548,16009552337.369516
360,1970485350.399671,3976057752.8689356,5946543103.268606,19925385959.199932
380,2678437355.2350616,3256258947.4142175,5934696302.649279,16318227838.494162
400,2857807663.504356,3076567609.339661,5934375272.844017,15417733055.168352
420,3925922354.298393,2008487215.1399388,5934409569.438332,10065216715.45275
440,2395389457.731493,3521596069.249052,5916985526.980545,17647922951.209145
460,3984586467.164114,1938909627.4071968,5923496094.571311,9716539614.70273
480,3279729083.2868624,2627915924.7707887,5907645008.0576515,13169385940.534605
500,2168576811.4123187,3736210300.2910132,5904787111.703332,18723428301.392353
520,4112265208.0896487,1790984562.8830605,5903249770.97271,8975236498.178274
540,1945310941.7627554,3940760369.0886183,5886071310.851374,19748498690.73273
560,2931412861.14383,2958283545.421781,5889696406.565611,14824971135.478971
580,2727888108.365594,3151036019.178951,5878924127.544544,15790919739.075314
600,2904946778.727637,2969665664.825107,5874612443.552744,14882010830.634638
620,3057411822.65887,2813969822.1282854,5871381644.787155,14101765685.619183
640,3061310057.438284,2805226536.6940594,5866536594.132343,14057950090.460209
